language,layer,layer_name,feature,accuracy,f1,n_train,n_test,n_pos_train,n_pos_test
hu-HU,10,layer_10,ARG1,0.84,0.9090909090909091,1262,50,1058,43
hu-HU,10,layer_10,ARG2,0.66,0.7384615384615385,1262,50,812,33
hu-HU,10,layer_10,neg,0.9,0.0,1262,50,53,3
hu-HU,10,layer_10,time,0.74,0.13333333333333333,1262,50,175,3
hu-HU,11,layer_11,ARG0,0.68,0.5555555555555556,1262,50,381,19
hu-HU,11,layer_11,ARG1,0.84,0.9069767441860465,1262,50,1058,43
hu-HU,11,layer_11,ARG2,0.64,0.75,1262,50,812,33
hu-HU,11,layer_11,neg,0.92,0.0,1262,50,53,3
hu-HU,11,layer_11,time,0.72,0.2222222222222222,1262,50,175,3
hu-HU,12,layer_12,ARG0,0.7,0.5945945945945946,1262,50,381,19
hu-HU,12,layer_12,ARG1,0.88,0.9333333333333333,1262,50,1058,43
hu-HU,12,layer_12,ARG2,0.62,0.7532467532467533,1262,50,812,33
hu-HU,12,layer_12,neg,0.92,0.0,1262,50,53,3
hu-HU,12,layer_12,time,0.9,0.2857142857142857,1262,50,175,3
jv-ID,0,embedding,ARG0,0.62,0.0,1262,50,393,19
jv-ID,0,embedding,ARG1,0.86,0.9247311827956989,1262,50,1068,43
jv-ID,0,embedding,ARG2,0.66,0.7951807228915663,1262,50,814,33
jv-ID,0,embedding,neg,0.94,0.0,1262,50,54,3
jv-ID,0,embedding,time,0.94,0.0,1262,50,179,3
jv-ID,1,layer_1,ARG0,0.7,0.4,1262,50,393,19
jv-ID,1,layer_1,ARG1,0.86,0.9247311827956989,1262,50,1068,43
jv-ID,1,layer_1,ARG2,0.62,0.7466666666666667,1262,50,814,33
jv-ID,1,layer_1,neg,0.94,0.0,1262,50,54,3
jv-ID,1,layer_1,time,0.94,0.0,1262,50,179,3
jv-ID,2,layer_2,ARG0,0.62,0.0,1262,50,393,19
jv-ID,2,layer_2,ARG1,0.86,0.9247311827956989,1262,50,1068,43
jv-ID,2,layer_2,ARG2,0.68,0.8048780487804879,1262,50,814,33
jv-ID,2,layer_2,neg,0.94,0.0,1262,50,54,3
jv-ID,2,layer_2,time,0.94,0.0,1262,50,179,3
jv-ID,3,layer_3,ARG0,0.62,0.0,1262,50,393,19
jv-ID,3,layer_3,ARG1,0.86,0.9247311827956989,1262,50,1068,43
jv-ID,3,layer_3,ARG2,0.68,0.8048780487804879,1262,50,814,33
jv-ID,3,layer_3,neg,0.94,0.0,1262,50,54,3
jv-ID,3,layer_3,time,0.94,0.0,1262,50,179,3
jv-ID,4,layer_4,ARG0,0.68,0.2727272727272727,1262,50,393,19
jv-ID,4,layer_4,ARG1,0.86,0.9247311827956989,1262,50,1068,43
jv-ID,4,layer_4,ARG2,0.7,0.8148148148148148,1262,50,814,33
jv-ID,4,layer_4,neg,0.94,0.0,1262,50,54,3
jv-ID,4,layer_4,time,0.94,0.0,1262,50,179,3
jv-ID,5,layer_5,ARG0,0.68,0.5294117647058824,1262,50,393,19
jv-ID,5,layer_5,ARG1,0.84,0.9111111111111111,1262,50,1068,43
jv-ID,5,layer_5,ARG2,0.6,0.7142857142857143,1262,50,814,33
jv-ID,5,layer_5,neg,0.94,0.0,1262,50,54,3
jv-ID,5,layer_5,time,0.94,0.0,1262,50,179,3
jv-ID,6,layer_6,ARG0,0.66,0.5641025641025641,1262,50,393,19
jv-ID,6,layer_6,ARG1,0.88,0.9318181818181818,1262,50,1068,43
jv-ID,6,layer_6,ARG2,0.68,0.7777777777777778,1262,50,814,33
jv-ID,6,layer_6,neg,0.92,0.0,1262,50,54,3
jv-ID,6,layer_6,time,0.9,0.0,1262,50,179,3
jv-ID,7,layer_7,ARG0,0.66,0.5142857142857142,1262,50,393,19
jv-ID,7,layer_7,ARG1,0.86,0.9213483146067416,1262,50,1068,43
jv-ID,7,layer_7,ARG2,0.72,0.8,1262,50,814,33
jv-ID,7,layer_7,neg,0.94,0.0,1262,50,54,3
jv-ID,7,layer_7,time,0.9,0.0,1262,50,179,3
jv-ID,8,layer_8,ARG0,0.7,0.6511627906976745,1262,50,393,19
jv-ID,8,layer_8,ARG1,0.84,0.9111111111111111,1262,50,1068,43
jv-ID,8,layer_8,ARG2,0.68,0.7714285714285715,1262,50,814,33
jv-ID,8,layer_8,neg,0.94,0.0,1262,50,54,3
jv-ID,8,layer_8,time,0.9,0.2857142857142857,1262,50,179,3
jv-ID,9,layer_9,ARG0,0.72,0.6666666666666666,1262,50,393,19
jv-ID,9,layer_9,ARG1,0.78,0.8705882352941177,1262,50,1068,43
jv-ID,9,layer_9,ARG2,0.58,0.7123287671232876,1262,50,814,33
jv-ID,9,layer_9,neg,0.94,0.0,1262,50,54,3
jv-ID,9,layer_9,time,0.86,0.0,1262,50,179,3
jv-ID,10,layer_10,ARG0,0.74,0.6666666666666666,1262,50,393,19
jv-ID,10,layer_10,ARG1,0.8,0.8863636363636364,1262,50,1068,43
jv-ID,10,layer_10,ARG2,0.66,0.7605633802816901,1262,50,814,33
jv-ID,10,layer_10,neg,0.94,0.0,1262,50,54,3
jv-ID,10,layer_10,time,0.82,0.0,1262,50,179,3
jv-ID,11,layer_11,ARG0,0.72,0.65,1262,50,393,19
jv-ID,11,layer_11,ARG1,0.8,0.8863636363636364,1262,50,1068,43
jv-ID,11,layer_11,ARG2,0.7,0.7887323943661971,1262,50,814,33
jv-ID,11,layer_11,neg,0.94,0.0,1262,50,54,3
jv-ID,11,layer_11,time,0.9,0.2857142857142857,1262,50,179,3
jv-ID,12,layer_12,ARG0,0.64,0.5263157894736842,1262,50,393,19
jv-ID,12,layer_12,ARG1,0.9,0.945054945054945,1262,50,1068,43
jv-ID,12,layer_12,ARG2,0.66,0.7605633802816901,1262,50,814,33
jv-ID,12,layer_12,neg,0.94,0.0,1262,50,54,3
jv-ID,12,layer_12,time,0.84,0.2,1262,50,179,3
en-US,0,embedding,ARG0,0.62,0.0,1262,50,388,19
en-US,0,embedding,ARG1,0.86,0.9247311827956989,1262,50,1062,43
en-US,0,embedding,ARG2,0.66,0.7951807228915663,1262,50,815,33
en-US,0,embedding,neg,0.94,0.0,1262,50,52,3
en-US,0,embedding,time,0.94,0.0,1262,50,179,3
en-US,1,layer_1,ARG0,0.62,0.0,1262,50,388,19
en-US,1,layer_1,ARG1,0.86,0.9247311827956989,1262,50,1062,43
en-US,1,layer_1,ARG2,0.66,0.7848101265822784,1262,50,815,33
en-US,1,layer_1,neg,0.94,0.0,1262,50,52,3
en-US,1,layer_1,time,0.94,0.0,1262,50,179,3
en-US,2,layer_2,ARG0,0.62,0.0,1262,50,388,19
en-US,2,layer_2,ARG1,0.86,0.9247311827956989,1262,50,1062,43
en-US,2,layer_2,ARG2,0.7,0.8148148148148148,1262,50,815,33
en-US,2,layer_2,neg,0.94,0.0,1262,50,52,3
en-US,2,layer_2,time,0.94,0.0,1262,50,179,3
en-US,3,layer_3,ARG0,0.62,0.0,1262,50,388,19
en-US,3,layer_3,ARG1,0.86,0.9247311827956989,1262,50,1062,43
en-US,3,layer_3,ARG2,0.68,0.8048780487804879,1262,50,815,33
en-US,3,layer_3,neg,0.94,0.0,1262,50,52,3
en-US,3,layer_3,time,0.94,0.0,1262,50,179,3
en-US,4,layer_4,ARG0,0.62,0.0,1262,50,388,19
en-US,4,layer_4,ARG1,0.86,0.9247311827956989,1262,50,1062,43
en-US,4,layer_4,ARG2,0.68,0.8,1262,50,815,33
en-US,4,layer_4,neg,0.94,0.0,1262,50,52,3
en-US,4,layer_4,time,0.94,0.0,1262,50,179,3
en-US,5,layer_5,ARG0,0.76,0.6666666666666666,1262,50,388,19
en-US,5,layer_5,ARG1,0.82,0.9010989010989011,1262,50,1062,43
en-US,5,layer_5,ARG2,0.56,0.6857142857142857,1262,50,815,33
en-US,5,layer_5,neg,0.94,0.0,1262,50,52,3
en-US,5,layer_5,time,1.0,1.0,1262,50,179,3
en-US,6,layer_6,ARG0,0.82,0.7567567567567568,1262,50,388,19
en-US,6,layer_6,ARG1,0.84,0.9090909090909091,1262,50,1062,43
en-US,6,layer_6,ARG2,0.64,0.75,1262,50,815,33
en-US,6,layer_6,neg,0.94,0.0,1262,50,52,3
en-US,6,layer_6,time,0.98,0.8571428571428571,1262,50,179,3
en-US,7,layer_7,ARG0,0.8,0.6875,1262,50,388,19
en-US,7,layer_7,ARG1,0.84,0.9111111111111111,1262,50,1062,43
en-US,7,layer_7,ARG2,0.62,0.7466666666666667,1262,50,815,33
en-US,7,layer_7,neg,0.94,0.0,1262,50,52,3
en-US,7,layer_7,time,0.92,0.5,1262,50,179,3
en-US,8,layer_8,ARG0,0.7,0.5945945945945946,1262,50,388,19
en-US,8,layer_8,ARG1,0.82,0.898876404494382,1262,50,1062,43
en-US,8,layer_8,ARG2,0.68,0.7894736842105263,1262,50,815,33
en-US,8,layer_8,neg,0.92,0.0,1262,50,52,3
en-US,8,layer_8,time,0.96,0.6666666666666666,1262,50,179,3
en-US,9,layer_9,ARG0,0.7,0.6808510638297872,1262,50,388,19
en-US,9,layer_9,ARG1,0.84,0.9130434782608695,1262,50,1062,43
en-US,9,layer_9,ARG2,0.6,0.7368421052631579,1262,50,815,33
en-US,9,layer_9,neg,0.9,0.0,1262,50,52,3
en-US,9,layer_9,time,0.96,0.5,1262,50,179,3
en-US,10,layer_10,ARG0,0.7,0.6153846153846154,1262,50,388,19
en-US,10,layer_10,ARG1,0.86,0.9230769230769231,1262,50,1062,43
en-US,10,layer_10,ARG2,0.64,0.7567567567567568,1262,50,815,33
en-US,10,layer_10,neg,0.94,0.0,1262,50,52,3
en-US,10,layer_10,time,0.96,0.75,1262,50,179,3
en-US,11,layer_11,ARG0,0.74,0.6976744186046512,1262,50,388,19
en-US,11,layer_11,ARG1,0.86,0.9247311827956989,1262,50,1062,43
en-US,11,layer_11,ARG2,0.6,0.7142857142857143,1262,50,815,33
en-US,11,layer_11,neg,0.92,0.0,1262,50,52,3
en-US,11,layer_11,time,0.94,0.5714285714285714,1262,50,179,3
en-US,12,layer_12,ARG0,0.72,0.5882352941176471,1262,50,388,19
en-US,12,layer_12,ARG1,0.84,0.9111111111111111,1262,50,1062,43
en-US,12,layer_12,ARG2,0.6,0.7368421052631579,1262,50,815,33
en-US,12,layer_12,neg,0.96,0.5,1262,50,52,3
en-US,12,layer_12,time,0.94,0.6666666666666666,1262,50,179,3
sl-SL,0,embedding,ARG0,0.62,0.0,1262,50,386,19
sl-SL,0,embedding,ARG1,0.86,0.9247311827956989,1262,50,1065,43
sl-SL,0,embedding,ARG2,0.66,0.7951807228915663,1262,50,814,33
sl-SL,0,embedding,neg,0.94,0.0,1262,50,51,3
sl-SL,0,embedding,time,0.94,0.0,1262,50,174,3
sl-SL,1,layer_1,ARG0,0.62,0.0,1262,50,386,19
sl-SL,1,layer_1,ARG1,0.86,0.9247311827956989,1262,50,1065,43
sl-SL,1,layer_1,ARG2,0.68,0.7948717948717948,1262,50,814,33
sl-SL,1,layer_1,neg,0.94,0.0,1262,50,51,3
sl-SL,1,layer_1,time,0.94,0.0,1262,50,174,3
sl-SL,2,layer_2,ARG0,0.62,0.0,1262,50,386,19
sl-SL,2,layer_2,ARG1,0.86,0.9247311827956989,1262,50,1065,43
sl-SL,2,layer_2,ARG2,0.68,0.8048780487804879,1262,50,814,33
sl-SL,2,layer_2,neg,0.94,0.0,1262,50,51,3
sl-SL,2,layer_2,time,0.94,0.0,1262,50,174,3
sl-SL,3,layer_3,ARG0,0.62,0.0,1262,50,386,19
sl-SL,3,layer_3,ARG1,0.86,0.9247311827956989,1262,50,1065,43
sl-SL,3,layer_3,ARG2,0.68,0.8048780487804879,1262,50,814,33
sl-SL,3,layer_3,neg,0.94,0.0,1262,50,51,3
sl-SL,3,layer_3,time,0.94,0.0,1262,50,174,3
sl-SL,4,layer_4,ARG0,0.62,0.0,1262,50,386,19
sl-SL,4,layer_4,ARG1,0.86,0.9247311827956989,1262,50,1065,43
sl-SL,4,layer_4,ARG2,0.7,0.8148148148148148,1262,50,814,33
sl-SL,4,layer_4,neg,0.94,0.0,1262,50,51,3
sl-SL,4,layer_4,time,0.94,0.0,1262,50,174,3
sl-SL,5,layer_5,ARG0,0.7,0.5161290322580645,1262,50,386,19
sl-SL,5,layer_5,ARG1,0.86,0.9247311827956989,1262,50,1065,43
sl-SL,5,layer_5,ARG2,0.68,0.7714285714285715,1262,50,814,33
sl-SL,5,layer_5,neg,0.94,0.0,1262,50,51,3
sl-SL,5,layer_5,time,0.92,0.0,1262,50,174,3
sl-SL,6,layer_6,ARG0,0.8,0.7058823529411765,1262,50,386,19
sl-SL,6,layer_6,ARG1,0.88,0.9347826086956522,1262,50,1065,43
sl-SL,6,layer_6,ARG2,0.6,0.6666666666666666,1262,50,814,33
sl-SL,6,layer_6,neg,0.94,0.0,1262,50,51,3
sl-SL,6,layer_6,time,0.92,0.0,1262,50,174,3
sl-SL,7,layer_7,ARG0,0.66,0.48484848484848486,1262,50,386,19
sl-SL,7,layer_7,ARG1,0.8,0.8863636363636364,1262,50,1065,43
sl-SL,7,layer_7,ARG2,0.64,0.71875,1262,50,814,33
sl-SL,7,layer_7,neg,0.94,0.0,1262,50,51,3
sl-SL,7,layer_7,time,0.94,0.4,1262,50,174,3
sl-SL,8,layer_8,ARG0,0.78,0.7027027027027027,1262,50,386,19
sl-SL,8,layer_8,ARG1,0.74,0.8505747126436781,1262,50,1065,43
sl-SL,8,layer_8,ARG2,0.64,0.7272727272727273,1262,50,814,33
sl-SL,8,layer_8,neg,0.96,0.5,1262,50,51,3
sl-SL,8,layer_8,time,0.92,0.0,1262,50,174,3
sl-SL,9,layer_9,ARG0,0.74,0.6060606060606061,1262,50,386,19
sl-SL,9,layer_9,ARG1,0.82,0.896551724137931,1262,50,1065,43
sl-SL,9,layer_9,ARG2,0.7,0.782608695652174,1262,50,814,33
sl-SL,9,layer_9,neg,0.96,0.5,1262,50,51,3
sl-SL,9,layer_9,time,0.9,0.0,1262,50,174,3
sl-SL,10,layer_10,ARG0,0.7,0.4827586206896552,1262,50,386,19
sl-SL,10,layer_10,ARG1,0.8,0.8863636363636364,1262,50,1065,43
sl-SL,10,layer_10,ARG2,0.64,0.7096774193548387,1262,50,814,33
sl-SL,10,layer_10,neg,0.96,0.5,1262,50,51,3
sl-SL,10,layer_10,time,0.92,0.0,1262,50,174,3
sl-SL,11,layer_11,ARG0,0.64,0.35714285714285715,1262,50,386,19
sl-SL,11,layer_11,ARG1,0.82,0.898876404494382,1262,50,1065,43
sl-SL,11,layer_11,ARG2,0.76,0.8285714285714286,1262,50,814,33
sl-SL,11,layer_11,neg,0.92,0.0,1262,50,51,3
sl-SL,11,layer_11,time,0.9,0.2857142857142857,1262,50,174,3
sl-SL,12,layer_12,ARG0,0.8,0.6875,1262,50,386,19
sl-SL,12,layer_12,ARG1,0.88,0.9333333333333333,1262,50,1065,43
sl-SL,12,layer_12,ARG2,0.7,0.7887323943661971,1262,50,814,33
sl-SL,12,layer_12,neg,0.94,0.0,1262,50,51,3
sl-SL,12,layer_12,time,0.92,0.0,1262,50,174,3
ko-KR,0,embedding,ARG0,0.62,0.0,1262,50,385,19
ko-KR,0,embedding,ARG1,0.86,0.9247311827956989,1262,50,1049,43
ko-KR,0,embedding,ARG2,0.66,0.7951807228915663,1262,50,802,33
ko-KR,0,embedding,neg,0.94,0.0,1262,50,48,3
ko-KR,0,embedding,time,0.94,0.0,1262,50,170,3
ko-KR,1,layer_1,ARG0,0.64,0.18181818181818182,1262,50,385,19
ko-KR,1,layer_1,ARG1,0.86,0.9247311827956989,1262,50,1049,43
ko-KR,1,layer_1,ARG2,0.76,0.8421052631578947,1262,50,802,33
ko-KR,1,layer_1,neg,0.94,0.0,1262,50,48,3
ko-KR,1,layer_1,time,0.94,0.0,1262,50,170,3
ko-KR,2,layer_2,ARG0,0.62,0.0,1262,50,385,19
ko-KR,2,layer_2,ARG1,0.86,0.9247311827956989,1262,50,1049,43
ko-KR,2,layer_2,ARG2,0.72,0.825,1262,50,802,33
ko-KR,2,layer_2,neg,0.94,0.0,1262,50,48,3
ko-KR,2,layer_2,time,0.94,0.0,1262,50,170,3
ko-KR,3,layer_3,ARG0,0.62,0.0,1262,50,385,19
ko-KR,3,layer_3,ARG1,0.86,0.9247311827956989,1262,50,1049,43
ko-KR,3,layer_3,ARG2,0.72,0.825,1262,50,802,33
ko-KR,3,layer_3,neg,0.94,0.0,1262,50,48,3
ko-KR,3,layer_3,time,0.94,0.0,1262,50,170,3
ko-KR,4,layer_4,ARG0,0.66,0.19047619047619047,1262,50,385,19
ko-KR,4,layer_4,ARG1,0.86,0.9247311827956989,1262,50,1049,43
ko-KR,4,layer_4,ARG2,0.72,0.8108108108108109,1262,50,802,33
ko-KR,4,layer_4,neg,0.94,0.0,1262,50,48,3
ko-KR,4,layer_4,time,0.94,0.0,1262,50,170,3
ko-KR,5,layer_5,ARG0,0.58,0.36363636363636365,1262,50,385,19
ko-KR,5,layer_5,ARG1,0.86,0.9230769230769231,1262,50,1049,43
ko-KR,5,layer_5,ARG2,0.62,0.7076923076923077,1262,50,802,33
ko-KR,5,layer_5,neg,0.94,0.0,1262,50,48,3
ko-KR,5,layer_5,time,0.8,0.0,1262,50,170,3
ko-KR,6,layer_6,ARG0,0.56,0.5,1262,50,385,19
ko-KR,6,layer_6,ARG1,0.78,0.8764044943820225,1262,50,1049,43
ko-KR,6,layer_6,ARG2,0.54,0.5964912280701754,1262,50,802,33
ko-KR,6,layer_6,neg,0.94,0.0,1262,50,48,3
ko-KR,6,layer_6,time,0.94,0.0,1262,50,170,3
ko-KR,7,layer_7,ARG0,0.48,0.5185185185185185,1262,50,385,19
ko-KR,7,layer_7,ARG1,0.82,0.898876404494382,1262,50,1049,43
ko-KR,7,layer_7,ARG2,0.68,0.7837837837837838,1262,50,802,33
ko-KR,7,layer_7,neg,0.94,0.0,1262,50,48,3
ko-KR,7,layer_7,time,0.94,0.0,1262,50,170,3
ko-KR,8,layer_8,ARG0,0.58,0.5714285714285714,1262,50,385,19
ko-KR,8,layer_8,ARG1,0.72,0.8292682926829268,1262,50,1049,43
ko-KR,8,layer_8,ARG2,0.66,0.7536231884057971,1262,50,802,33
ko-KR,8,layer_8,neg,0.94,0.0,1262,50,48,3
ko-KR,8,layer_8,time,0.92,0.0,1262,50,170,3
ko-KR,9,layer_9,ARG0,0.56,0.47619047619047616,1262,50,385,19
ko-KR,9,layer_9,ARG1,0.72,0.8372093023255814,1262,50,1049,43
ko-KR,9,layer_9,ARG2,0.72,0.8055555555555556,1262,50,802,33
ko-KR,9,layer_9,neg,0.94,0.0,1262,50,48,3
ko-KR,9,layer_9,time,0.9,0.0,1262,50,170,3
ko-KR,10,layer_10,ARG0,0.58,0.5116279069767442,1262,50,385,19
ko-KR,10,layer_10,ARG1,0.82,0.9010989010989011,1262,50,1049,43
ko-KR,10,layer_10,ARG2,0.72,0.8157894736842105,1262,50,802,33
ko-KR,10,layer_10,neg,0.94,0.0,1262,50,48,3
ko-KR,10,layer_10,time,0.88,0.4,1262,50,170,3
ko-KR,11,layer_11,ARG0,0.62,0.5957446808510638,1262,50,385,19
ko-KR,11,layer_11,ARG1,0.84,0.9130434782608695,1262,50,1049,43
ko-KR,11,layer_11,ARG2,0.72,0.825,1262,50,802,33
ko-KR,11,layer_11,neg,0.94,0.0,1262,50,48,3
ko-KR,11,layer_11,time,0.88,0.25,1262,50,170,3
ko-KR,12,layer_12,ARG0,0.56,0.56,1262,50,385,19
ko-KR,12,layer_12,ARG1,0.84,0.9130434782608695,1262,50,1049,43
ko-KR,12,layer_12,ARG2,0.72,0.825,1262,50,802,33
ko-KR,12,layer_12,neg,0.94,0.0,1262,50,48,3
ko-KR,12,layer_12,time,0.88,0.0,1262,50,170,3
ml-IN,0,embedding,ARG0,0.62,0.0,1262,50,385,19
ml-IN,0,embedding,ARG1,0.86,0.9247311827956989,1262,50,1050,43
ml-IN,0,embedding,ARG2,0.66,0.7951807228915663,1262,50,795,33
ml-IN,0,embedding,neg,0.94,0.0,1262,50,52,3
ml-IN,0,embedding,time,0.94,0.0,1262,50,172,3
ml-IN,1,layer_1,ARG0,0.62,0.0,1262,50,385,19
ml-IN,1,layer_1,ARG1,0.86,0.9247311827956989,1262,50,1050,43
ml-IN,1,layer_1,ARG2,0.66,0.7951807228915663,1262,50,795,33
ml-IN,1,layer_1,neg,0.94,0.0,1262,50,52,3
ml-IN,1,layer_1,time,0.94,0.0,1262,50,172,3
ml-IN,2,layer_2,ARG0,0.62,0.0,1262,50,385,19
ml-IN,2,layer_2,ARG1,0.86,0.9247311827956989,1262,50,1050,43
ml-IN,2,layer_2,ARG2,0.66,0.7951807228915663,1262,50,795,33
ml-IN,2,layer_2,neg,0.94,0.0,1262,50,52,3
ml-IN,2,layer_2,time,0.94,0.0,1262,50,172,3
ml-IN,3,layer_3,ARG0,0.62,0.0,1262,50,385,19
ml-IN,3,layer_3,ARG1,0.86,0.9247311827956989,1262,50,1050,43
ml-IN,3,layer_3,ARG2,0.66,0.7951807228915663,1262,50,795,33
ml-IN,3,layer_3,neg,0.94,0.0,1262,50,52,3
ml-IN,3,layer_3,time,0.94,0.0,1262,50,172,3
ml-IN,4,layer_4,ARG0,0.7,0.4,1262,50,385,19
ml-IN,4,layer_4,ARG1,0.86,0.9247311827956989,1262,50,1050,43
ml-IN,4,layer_4,ARG2,0.66,0.7951807228915663,1262,50,795,33
ml-IN,4,layer_4,neg,0.94,0.0,1262,50,52,3
ml-IN,4,layer_4,time,0.94,0.0,1262,50,172,3
ml-IN,5,layer_5,ARG0,0.72,0.5625,1262,50,385,19
ml-IN,5,layer_5,ARG1,0.78,0.8764044943820225,1262,50,1050,43
ml-IN,5,layer_5,ARG2,0.66,0.7536231884057971,1262,50,795,33
ml-IN,5,layer_5,neg,0.94,0.0,1262,50,52,3
ml-IN,5,layer_5,time,0.92,0.0,1262,50,172,3
ml-IN,6,layer_6,ARG0,0.82,0.7804878048780488,1262,50,385,19
ml-IN,6,layer_6,ARG1,0.82,0.896551724137931,1262,50,1050,43
ml-IN,6,layer_6,ARG2,0.62,0.6984126984126984,1262,50,795,33
ml-IN,6,layer_6,neg,0.9,0.0,1262,50,52,3
ml-IN,6,layer_6,time,0.94,0.0,1262,50,172,3
ml-IN,7,layer_7,ARG0,0.64,0.6666666666666666,1262,50,385,19
ml-IN,7,layer_7,ARG1,0.74,0.8505747126436781,1262,50,1050,43
ml-IN,7,layer_7,ARG2,0.62,0.6545454545454545,1262,50,795,33
ml-IN,7,layer_7,neg,0.94,0.4,1262,50,52,3
ml-IN,7,layer_7,time,0.96,0.6666666666666666,1262,50,172,3
ml-IN,8,layer_8,ARG0,0.64,0.55,1262,50,385,19
ml-IN,8,layer_8,ARG1,0.78,0.8705882352941177,1262,50,1050,43
ml-IN,8,layer_8,ARG2,0.72,0.78125,1262,50,795,33
ml-IN,8,layer_8,neg,0.84,0.3333333333333333,1262,50,52,3
ml-IN,8,layer_8,time,0.92,0.3333333333333333,1262,50,172,3
ml-IN,9,layer_9,ARG0,0.74,0.5185185185185185,1262,50,385,19
ml-IN,9,layer_9,ARG1,0.66,0.7671232876712328,1262,50,1050,43
ml-IN,9,layer_9,ARG2,0.68,0.7333333333333333,1262,50,795,33
ml-IN,9,layer_9,neg,0.8,0.16666666666666666,1262,50,52,3
ml-IN,9,layer_9,time,0.82,0.3076923076923077,1262,50,172,3
ml-IN,10,layer_10,ARG0,0.58,0.4,1262,50,385,19
ml-IN,10,layer_10,ARG1,0.84,0.9090909090909091,1262,50,1050,43
ml-IN,10,layer_10,ARG2,0.72,0.8055555555555556,1262,50,795,33
ml-IN,10,layer_10,neg,0.9,0.2857142857142857,1262,50,52,3
ml-IN,10,layer_10,time,0.82,0.3076923076923077,1262,50,172,3
ml-IN,11,layer_11,ARG0,0.58,0.5714285714285714,1262,50,385,19
ml-IN,11,layer_11,ARG1,0.84,0.9111111111111111,1262,50,1050,43
ml-IN,11,layer_11,ARG2,0.68,0.7777777777777778,1262,50,795,33
ml-IN,11,layer_11,neg,0.94,0.0,1262,50,52,3
ml-IN,11,layer_11,time,0.84,0.2,1262,50,172,3
ml-IN,12,layer_12,ARG0,0.7,0.5454545454545454,1262,50,385,19
ml-IN,12,layer_12,ARG1,0.86,0.9247311827956989,1262,50,1050,43
ml-IN,12,layer_12,ARG2,0.68,0.7714285714285715,1262,50,795,33
ml-IN,12,layer_12,neg,0.94,0.0,1262,50,52,3
ml-IN,12,layer_12,time,0.96,0.5,1262,50,172,3
cy-GB,0,embedding,ARG0,0.62,0.0,1261,50,392,19
cy-GB,0,embedding,ARG1,0.86,0.9247311827956989,1261,50,1072,43
cy-GB,0,embedding,ARG2,0.66,0.7951807228915663,1261,50,823,33
cy-GB,0,embedding,neg,0.94,0.0,1261,50,50,3
cy-GB,0,embedding,time,0.94,0.0,1261,50,176,3
cy-GB,1,layer_1,ARG0,0.64,0.1,1261,50,392,19
cy-GB,1,layer_1,ARG1,0.86,0.9247311827956989,1261,50,1072,43
cy-GB,1,layer_1,ARG2,0.66,0.7901234567901234,1261,50,823,33
cy-GB,1,layer_1,neg,0.94,0.0,1261,50,50,3
cy-GB,1,layer_1,time,0.94,0.0,1261,50,176,3
cy-GB,2,layer_2,ARG0,0.62,0.0,1261,50,392,19
cy-GB,2,layer_2,ARG1,0.86,0.9247311827956989,1261,50,1072,43
cy-GB,2,layer_2,ARG2,0.68,0.8048780487804879,1261,50,823,33
cy-GB,2,layer_2,neg,0.94,0.0,1261,50,50,3
cy-GB,2,layer_2,time,0.94,0.0,1261,50,176,3
cy-GB,3,layer_3,ARG0,0.62,0.0,1261,50,392,19
cy-GB,3,layer_3,ARG1,0.86,0.9247311827956989,1261,50,1072,43
cy-GB,3,layer_3,ARG2,0.68,0.8048780487804879,1261,50,823,33
cy-GB,3,layer_3,neg,0.94,0.0,1261,50,50,3
cy-GB,3,layer_3,time,0.94,0.0,1261,50,176,3
cy-GB,4,layer_4,ARG0,0.64,0.18181818181818182,1261,50,392,19
cy-GB,4,layer_4,ARG1,0.86,0.9247311827956989,1261,50,1072,43
cy-GB,4,layer_4,ARG2,0.68,0.8048780487804879,1261,50,823,33
cy-GB,4,layer_4,neg,0.94,0.0,1261,50,50,3
cy-GB,4,layer_4,time,0.94,0.0,1261,50,176,3
cy-GB,5,layer_5,ARG0,0.72,0.631578947368421,1261,50,392,19
cy-GB,5,layer_5,ARG1,0.88,0.9347826086956522,1261,50,1072,43
cy-GB,5,layer_5,ARG2,0.72,0.8108108108108109,1261,50,823,33
cy-GB,5,layer_5,neg,0.94,0.0,1261,50,50,3
cy-GB,5,layer_5,time,0.9,0.0,1261,50,176,3
cy-GB,6,layer_6,ARG0,0.82,0.7567567567567568,1261,50,392,19
cy-GB,6,layer_6,ARG1,0.88,0.9347826086956522,1261,50,1072,43
cy-GB,6,layer_6,ARG2,0.72,0.8055555555555556,1261,50,823,33
cy-GB,6,layer_6,neg,0.92,0.0,1261,50,50,3
cy-GB,6,layer_6,time,0.84,0.0,1261,50,176,3
cy-GB,7,layer_7,ARG0,0.7,0.6153846153846154,1261,50,392,19
cy-GB,7,layer_7,ARG1,0.84,0.9111111111111111,1261,50,1072,43
cy-GB,7,layer_7,ARG2,0.74,0.821917808219178,1261,50,823,33
cy-GB,7,layer_7,neg,0.92,0.0,1261,50,50,3
cy-GB,7,layer_7,time,0.86,0.0,1261,50,176,3
cy-GB,8,layer_8,ARG0,0.68,0.5555555555555556,1261,50,392,19
cy-GB,8,layer_8,ARG1,0.86,0.9230769230769231,1261,50,1072,43
cy-GB,8,layer_8,ARG2,0.64,0.7352941176470589,1261,50,823,33
cy-GB,8,layer_8,neg,0.94,0.0,1261,50,50,3
